商品Id,商品名称,商品价格,商品Url,评价人数,好评率,中评率,差评率
66788230089,【独立包装】N95级医用防护口罩kn95口罩一次性医用口罩独立包装防病菌隔离飞沫口罩儿童成人男女学生 【医用n95级别】5只口罩(独立包装),89.00,//item.jd.com/66788230089.html,696,0.93,0.039,0.031
68284550028,致净 kf94口罩一次性口罩韩国柳叶形儿童成人口罩防尘透气粉尘儿童防护口罩男女防护kn95口罩 韩国kf94【五只装】不带呼吸阀,79.00,//item.jd.com/68284550028.html,380,0.93,0.05,0.02
65802649215,南极人防晒口罩冰丝女夏季薄款遮阳防紫户外口罩男潮防尘透气可清洗易呼吸面罩 元素灰,39.00,//item.jd.com/65802649215.html,221,1.0,0.0,0.0
68289348086,MEO 一次性防护口罩防细菌轻薄透气民用三层熔喷布防飞沫薄款夏成人男女口罩 成人平面式一次性口罩(1盒50只)蓝色,99.00,//item.jd.com/68289348086.html,2697,0.95,0.032,0.018
54847496421,维康（wecan）口罩防尘骑行防寒防尘男女四季款个性过滤呼吸阀口罩 黑阀（男款）,27.90,//item.jd.com/54847496421.html,315,0.92,0.08,0.0
68739038431,闪电卫士一次性儿童口罩 无纺布带熔喷层防护 蓝白色三层防尘防飞沫透气 儿童男女通用8-14岁 3D白色夏季款50片【1盒】,129.00,//item.jd.com/68739038431.html,43,0.83,0.0,0.17
66788230089,【独立包装】N95级医用防护口罩kn95口罩一次性医用口罩独立包装防病菌隔离飞沫口罩儿童成人男女学生 【医用n95级别】5只口罩(独立包装),89.00,//item.jd.com/66788230089.html,696,0.93,0.039,0.031
68284550028,致净 kf94口罩一次性口罩韩国柳叶形儿童成人口罩防尘透气粉尘儿童防护口罩男女防护kn95口罩 韩国kf94【五只装】不带呼吸阀,79.00,//item.jd.com/68284550028.html,380,0.93,0.05,0.02
65802649215,南极人防晒口罩冰丝女夏季薄款遮阳防紫户外口罩男潮防尘透气可清洗易呼吸面罩 元素灰,39.00,//item.jd.com/65802649215.html,221,1.0,0.0,0.0
68289348086,MEO 一次性防护口罩防细菌轻薄透气民用三层熔喷布防飞沫薄款夏成人男女口罩 成人平面式一次性口罩(1盒50只)蓝色,99.00,//item.jd.com/68289348086.html,2697,0.95,0.032,0.018
54847496421,维康（wecan）口罩防尘骑行防寒防尘男女四季款个性过滤呼吸阀口罩 黑阀（男款）,27.90,//item.jd.com/54847496421.html,315,0.92,0.08,0.0
1521642608,3M防尘口罩620E防毒面具喷漆有机气体二硫化碳6200+6001套装 6200防毒七件套 (1套) 喷漆 有机蒸气,145.00,//item.jd.com/1521642608.html,3464,0.95,0.03,0.02
65997521477,暖骑士防尘呼吸阀口罩pm2.5 透气男女冬季防雾霾粉尘保暖纯棉可清洗 黑色口罩1只装（带过滤片）,19.90,//item.jd.com/65997521477.html,321,0.94,0.023,0.037
66074391834,【出街必备】品志防尘口罩飞沫可水洗透气女男潮黑防花粉颗粒物秋冬季保暖 黑色款6只装（每只独立包装）,29.80,//item.jd.com/66074391834.html,7805,0.95,0.022,0.028
37352653672,KOWA三次元日本进口保湿口罩 呼吸睡眠保湿成人男女款防尘隔尘防烟尘 白色90*160mm 一包,49.00,//item.jd.com/37352653672.html,437,0.98,0.0,0.02
65597280999,BIOBASE 一次性医用普通口罩 长方形挂耳 10只/袋 套装 10只/袋*1袋【非无菌】,14.90,//item.jd.com/65597280999.html,491,0.99,0.0,0.01
66658794305,一次性KN95防护口罩 成人口罩防尘防护面罩3D立体透气 防水防雾霾 熔喷层 防PM2.5 独立包装 儿童版kn95口罩 10只装,169.00,//item.jd.com/66658794305.html,4130,0.96,0.017,0.023
68682285411,爹地宝贝口罩 儿童低年级小学生款 超立体一次性防护3层口罩 含熔喷布阻挡飞沫 柔化挂耳不勒耳 10片*5包,125.00,//item.jd.com/68682285411.html,306,1.0,0.0,0.0
66594660555,翔翊 【CE认证】一次性医用外科口罩无菌三层防护防飞沫独立包装17cm*17cm 翔翊一次性医用外科口罩独立装3片,9.00,//item.jd.com/66594660555.html,16765,0.96,0.011,0.029
69284119311,居安思一次性口罩无纺布熔喷布防尘口罩三层骑行防风沙清洁卫生防飞沫餐饮食品男女神舒适上班上学 蓝色50只装,59.00,//item.jd.com/69284119311.html,70854,0.97,0.02,0.01
68170195643,一次性医用口罩儿童口罩50只 3层加厚学生含熔喷层 医用口罩儿童款6盒（300只）,714.00,//item.jd.com/68170195643.html,5218,0.95,0.015,0.035
68651898738,【现货直发 有效防护】婴舒宝一次性口罩 防病菌防飞沫口罩挂耳式男女通用三层防护带溶喷层 2包/50片,109.90,//item.jd.com/68651898738.html,79,0.93,0.07,0.0
65461938321,南极人口罩防尘纯棉男女保暖透气个性潮款男士韩版黑色秋冬时尚女神 呆萌表情,19.90,//item.jd.com/65461938321.html,10258,0.96,0.031,0.009
68140464314,一次性儿童口罩医用卡通中大童小学生款开学复学加厚3层含熔喷无纺布幼儿口罩 儿童医用30个装蓝白两款随机发货【4-13岁】,89.00,//item.jd.com/68140464314.html,191,1.0,0.0,0.0
68656874891,霍尼韦尔（Honeywell）防尘面具 KN95 防粉尘PM2.5口罩 防颗粒物面罩 7200防尘面具带5片滤棉,99.00,//item.jd.com/68656874891.html,424,0.97,0.019,0.011
68056576477,一次性医用外科口罩三层含熔喷层无纺布防尘透气成人无菌挂耳式防护口罩【现货速发】 医用外科口罩10只【单只独立包装】,39.90,//item.jd.com/68056576477.html,2863,0.94,0.038,0.022
66744264460,【现货包邮】维康口罩三只装男女个性韩版瘦脸户外防尘透气有弹性纯色可水洗口罩易呼吸面黑色潮款3只装 浅灰色3只装（非滤片款）,19.80,//item.jd.com/66744264460.html,0,1.0,0.0,0.0
68702795102,单个包装 医用口罩成人男女现货独立包装 一次性口罩口罩三层含熔喷布防护防飞沫防尘口罩 单独1片包装 50个成人口罩 高中大学生,139.00,//item.jd.com/68702795102.html,72,1.0,0.0,0.0
66938026749,恩惠医疗 医用外科口罩 10只装/盒 口罩医用一次性医用口罩外科口罩,29.90,//item.jd.com/66938026749.html,495,0.97,0.007,0.023
51804609390,南极人婴儿纯棉口罩儿童宝宝三个装男童女童0-1岁3-6小孩婴幼儿口罩防尘春夏季薄款可清洗卡通可爱 女童款【3-6岁】专用三只装,39.00,//item.jd.com/51804609390.html,7977,0.97,0.023,0.007
65802649216,南极人防晒口罩冰丝女夏季薄款遮阳防紫户外口罩男潮防尘透气可清洗易呼吸面罩 桃花粉,39.00,//item.jd.com/65802649216.html,220,1.0,0.0,0.0
67733804660,海氏海诺KN95防护级别口罩独立包装成人一次性透气过滤防雾霾防尘儿童四层男女 【蓝色】成人型1只,16.80,//item.jd.com/67733804660.html,1057,0.98,0.006,0.014
68179778433,【CE认证】N95口罩医用防护口罩独立包装一次性医用口罩医用成人挂耳式4层防护含带2层溶喷层k N95医用防护口罩10个（独立包装）,210.00,//item.jd.com/68179778433.html,258,0.96,0.024,0.016
67673751604,粉色口罩一次性使用防护口罩女性女孩 防飞沫防尘透气成人口鼻罩个三层熔喷无纺布现货 粉色40只装【现货-粉红佳人】,149.00,//item.jd.com/67673751604.html,404,1.0,0.0,0.0
67327482699,SAITAITAI 一次性医用外科口罩防病菌防飞沫挂耳式三层成人防护口罩十只包装（现货速发） 20只装,59.00,//item.jd.com/67327482699.html,406,0.97,0.017,0.013
51804609390,南极人婴儿纯棉口罩儿童宝宝三个装男童女童0-1岁3-6小孩婴幼儿口罩防尘春夏季薄款可清洗卡通可爱 女童款【3-6岁】专用三只装,39.00,//item.jd.com/51804609390.html,7977,0.97,0.023,0.007
65802649216,南极人防晒口罩冰丝女夏季薄款遮阳防紫户外口罩男潮防尘透气可清洗易呼吸面罩 桃花粉,39.00,//item.jd.com/65802649216.html,220,1.0,0.0,0.0
67733804660,海氏海诺KN95防护级别口罩独立包装成人一次性透气过滤防雾霾防尘儿童四层男女 【蓝色】成人型1只,16.80,//item.jd.com/67733804660.html,1057,0.98,0.006,0.014
68179778433,【CE认证】N95口罩医用防护口罩独立包装一次性医用口罩医用成人挂耳式4层防护含带2层溶喷层k N95医用防护口罩10个（独立包装）,210.00,//item.jd.com/68179778433.html,258,0.96,0.024,0.016
67673751604,粉色口罩一次性使用防护口罩女性女孩 防飞沫防尘透气成人口鼻罩个三层熔喷无纺布现货 粉色40只装【现货-粉红佳人】,149.00,//item.jd.com/67673751604.html,404,1.0,0.0,0.0
67327482699,SAITAITAI 一次性医用外科口罩防病菌防飞沫挂耳式三层成人防护口罩十只包装（现货速发） 20只装,59.00,//item.jd.com/67327482699.html,406,0.97,0.017,0.013
68167664534,现货儿童口罩医用一次性50只 3层加厚过滤学生男女口罩有熔喷层 成人医用口罩1盒（50只）,108.00,//item.jd.com/68167664534.html,658,0.95,0.041,0.009
67098401041,奥美医疗 N95级专业医用防护口罩 过滤式折叠成人男女口罩白色轻薄防菌 10只装,185.00,//item.jd.com/67098401041.html,1162,0.93,0.013,0.057
67898430564,稳健（Winner） 一次性医用护理口罩 儿童成人男女挂耳型防雾霾防病菌3层防护口罩无菌级10片/包 300只装,885.00,//item.jd.com/67898430564.html,2563,0.94,0.013,0.047
66722563152,湖北口罩 一次性使用医用口罩 挂耳式三层无纺布熔喷口罩 轻薄防菌50只/盒 1盒装（50只）,112.50,//item.jd.com/66722563152.html,742,0.94,0.06,0.0
65577296915,柯博文 口罩 可调节成人学生孩子防晒透气舒适可水洗非一次性可重复使用 时尚灰（薄透款）3枚装,19.90,//item.jd.com/65577296915.html,7182,0.93,0.043,0.027
66711057843,艾点一次性医用口罩熔喷层三层加厚一次性使用医用口罩熔喷布 100片口罩,200.00,//item.jd.com/66711057843.html,1589,0.94,0.025,0.035
67135114464,比亚迪口罩 一次性使用医用口罩 三层防护 防飞沫防花粉 1包(共10只) 到手2.08元/只,20.80,//item.jd.com/67135114464.html,521,0.97,0.018,0.012
67245838669,德普森  一次性防护口罩 带熔喷层防护 蓝色三层 成人男女通用型 50只/盒,99.00,//item.jd.com/67245838669.html,76,0.75,0.062,0.188
68507564814,致净 一次性粉色口罩一次性防护三层现货防飞沫防尘透气成人熔喷无纺布口鼻罩 [成人]黑色(10只装),29.80,//item.jd.com/68507564814.html,104,0.87,0.05,0.08
68817744760,致净 kf94柳叶型kn95鱼型口罩一次性儿童防护口罩kn95防尘防雾霾透气男女成人防护口罩 韩式KF94五只装 无阀,56.00,//item.jd.com/68817744760.html,0,1.0,0.0,0.0
67489379706,kn95口罩医用防护口罩一次性独立包装轻薄透气1只/包 KN95防护口罩英文版可出口【5层】,15.00,//item.jd.com/67489379706.html,1549,0.96,0.017,0.023
65421809117,海氏海脉 kn95儿童防护口罩PM2.5小孩口罩3D立体透气开学口罩防飞沫防雾霾多效过滤 5个独立包装（顺丰现货，白粉蓝随机发）,65.00,//item.jd.com/65421809117.html,1870,0.94,0.021,0.039
67169034735,现货 普通医用一次性口罩三层医护使用无纺布医用家用成人戴挂耳挂式防飞沫普通蓝色护理医用口罩 10袋口罩【10片/袋】,199.00,//item.jd.com/67169034735.html,1947,0.97,0.025,0.005
68214333961,成楷科技 一次性口罩 独立包装 学生防尘防病毒 三层防护含高效熔喷 成人用 蓝色口罩50只装,118.00,//item.jd.com/68214333961.html,82,1.0,0.0,0.0
30491315221,KN95 防尘口罩防飞沫传播 工业粉尘 防雾霾 防护面罩 多送1片棉 防毒面具（婴儿奶嘴硅胶）,55.00,//item.jd.com/30491315221.html,1568,0.97,0.009,0.021
66548653214,东贝 一次性使用医用外科口罩 口罩医用现货 10只装/袋 1袋（10只装）,25.90,//item.jd.com/66548653214.html,1031,0.98,0.007,0.013
67078841238,东贝一次性医用外科口罩成人三层防护无菌挂耳式医用防飞沫防病毒口罩 1包医用外科口罩【当天发货-10只装】,29.90,//item.jd.com/67078841238.html,610,0.96,0.028,0.012
65572699095,安可新 大人一次性立体防护透气口罩 婴儿儿童双层熔喷布一次性口罩 大人KN95口罩防护专用 【新款】大人KN95口罩 【10片装】,69.90,//item.jd.com/65572699095.html,63937,0.93,0.028,0.042
68140615576,同世堂【5-13岁】儿童口罩小学生口罩初中生高中生非医用一次性口罩男女童宝宝口罩3层熔喷布有成人选 50只，中学生，成人口罩 50只/盒,79.90,//item.jd.com/68140615576.html,842,0.99,0.01,0.0
67649883667,唐狮【现货当天发】一次性医用口罩   一次性口罩医用防病菌挂耳式三层防护3层带溶喷层成人口罩 医用口罩【30片装】,84.00,//item.jd.com/67649883667.html,8002,0.98,0.019,0.001
67413586724,欧因 现货速发KN95级别一次性口罩立体折叠防尘PM2.5防雾霾口罩白色无阀四层防飞沫 10只装,59.80,//item.jd.com/67413586724.html,229,0.97,0.03,0.0
66548653216,东贝 一次性使用医用外科口罩 口罩医用现货 10只装/袋 10袋（100支装）,259.00,//item.jd.com/66548653216.html,1033,0.98,0.007,0.013
67080007773,口罩一次性儿童三层防护婴儿学生3D立体透气口罩夏季成人男女10/50只盒装每只独立包装 3D立体 （儿童款） 10只装,49.90,//item.jd.com/67080007773.html,301,0.97,0.03,0.0
1113003894,3M 3200防毒口罩面具活性碳防有机气体异味 防喷漆 苯 汽油二硫化碳装修异味男女通用,68.00,//item.jd.com/1113003894.html,5233,0.97,0.02,0.01
65572699095,安可新 大人一次性立体防护透气口罩 婴儿儿童双层熔喷布一次性口罩 大人KN95口罩防护专用 【新款】大人KN95口罩 【10片装】,69.90,//item.jd.com/65572699095.html,63937,0.93,0.028,0.042
68140615576,同世堂【5-13岁】儿童口罩小学生口罩初中生高中生非医用一次性口罩男女童宝宝口罩3层熔喷布有成人选 50只，中学生，成人口罩 50只/盒,79.90,//item.jd.com/68140615576.html,842,0.99,0.01,0.0
67649883667,唐狮【现货当天发】一次性医用口罩   一次性口罩医用防病菌挂耳式三层防护3层带溶喷层成人口罩 医用口罩【30片装】,84.00,//item.jd.com/67649883667.html,8002,0.98,0.019,0.001
67413586724,欧因 现货速发KN95级别一次性口罩立体折叠防尘PM2.5防雾霾口罩白色无阀四层防飞沫 10只装,59.80,//item.jd.com/67413586724.html,229,0.97,0.03,0.0
66548653216,东贝 一次性使用医用外科口罩 口罩医用现货 10只装/袋 10袋（100支装）,259.00,//item.jd.com/66548653216.html,1033,0.98,0.007,0.013
67080007773,口罩一次性儿童三层防护婴儿学生3D立体透气口罩夏季成人男女10/50只盒装每只独立包装 3D立体 （儿童款） 10只装,49.90,//item.jd.com/67080007773.html,301,0.97,0.03,0.0
1113003894,3M 3200防毒口罩面具活性碳防有机气体异味 防喷漆 苯 汽油二硫化碳装修异味男女通用,68.00,//item.jd.com/1113003894.html,5233,0.97,0.02,0.01
67345691010,多林 一次性儿童卡通防护口罩N95五层加厚防尘3-10岁可用带呼吸阀 一次性儿童卡通口罩(带呼吸阀3-10岁现货颜色随机,17.00,//item.jd.com/67345691010.html,381,1.0,0.0,0.0
68626215170,致净 kf94柳叶型口罩一次性儿童防护口罩kn95防尘防雾霾透气男女成人防护用品口罩 韩式KF94五只装 无阀,62.90,//item.jd.com/68626215170.html,26,1.0,0.0,0.0
1668251846,3M 1211防尘口罩防尘面具防粉尘颗粒物防尘面罩工业防尘口罩男女通用 1211套装,35.90,//item.jd.com/1668251846.html,1778,0.96,0.029,0.011
67441134032,现货口罩医用 一次性口罩女性粉红色口罩成人大学生防飞沫三层防护透气熔喷布口罩 成人粉色20个【非无菌】,72.00,//item.jd.com/67441134032.html,672,0.98,0.02,0.0
65584723975,柯博文 口罩 可调节成人学生孩子防晒透气舒适可水洗非一次性可重复使用 时尚灰（薄透款）6枚装,25.90,//item.jd.com/65584723975.html,7182,0.93,0.043,0.027
68298506006,致净致净 一次性口罩夏季薄款二层透气防晒女神单层粉色非独立装 黑色 二层 50片/包,88.00,//item.jd.com/68298506006.html,141,0.9,0.05,0.05
67152309978,宏米儿童口罩一次性儿童防护口罩透气三层现货发出 【6-12岁儿童专用款】60只装,84.00,//item.jd.com/67152309978.html,505,0.96,0.027,0.013
65980298938,3M防尘口罩面具3200面罩防工业粉尘打磨煤矿焊接铸造防尘口罩 1705CN滤棉10片（无面具）,29.00,//item.jd.com/65980298938.html,1512,0.95,0.038,0.012
65584723976,柯博文 口罩 可调节成人学生孩子防晒透气舒适可水洗非一次性可重复使用 时尚粉（薄透款）6枚装,25.90,//item.jd.com/65584723976.html,7182,0.93,0.043,0.027
42689824090,防毒口罩喷漆 化工防甲醛工业活性炭 猪鼻子口罩 防尘防毒面具工业口罩 防毒口罩一套,69.00,//item.jd.com/42689824090.html,543,0.96,0.03,0.01
68181406970,萨克斯顿（SAXTON）KF94柳叶款口罩防护装防病毒口鼻罩舒适透气kf94 白色kf9410只,145.00,//item.jd.com/68181406970.html,122,0.84,0.084,0.076
64498813252,柯博文 口罩 透气可水洗薄款舒适成人儿童男女秋冬春夏非一次性时尚学生口罩 粉色*6个装（可水洗）,15.80,//item.jd.com/64498813252.html,5892,0.95,0.03,0.02
66967111356,现货】恩惠医疗  一次性外科口罩 无纺布熔喷布三层防飞沫防尘防病菌 多盒均价2.97元/片】一次性医用外科口罩10片装,33.00,//item.jd.com/66967111356.html,1362,0.98,0.013,0.007
66711057842,艾点一次性医用口罩熔喷层三层加厚一次性使用医用口罩熔喷布 50片口罩,110.00,//item.jd.com/66711057842.html,1589,0.94,0.025,0.035
67270158062,笑康 一次性防护口罩防雾霾口罩三层过滤含喷绒布防尘防柳絮防飞沫透气口罩10只/包 10只（1包）,15.00,//item.jd.com/67270158062.html,191,1.0,0.0,0.0
67641155830,【现货直发】婴舒宝一次性大人防护口罩3层熔喷布初中高中学生透气口罩阻隔飞沫粉尘病菌雾霾 1包/10片,19.90,//item.jd.com/67641155830.html,49,1.0,0.0,0.0
66519899683,一次性口罩 三层熔喷布防尘透气口鼻罩蓝色儿童口罩 现货速发 50个口罩 (现货秒发),59.00,//item.jd.com/66519899683.html,778,0.95,0.006,0.044
13673873453,3M 3m防尘半面罩6200单面具 防毒面罩多功能防护喷漆口罩正版现货 不可单独使用 6200单面具,85.00,//item.jd.com/13673873453.html,76,0.9,0.0,0.1
1109702152,霾星人（MaiXingRen） 霾星人鼻用空气净化器阻隔污染口罩鼻罩阻隔雾霾阻隔花粉颗粒防尘透气 冰海蓝,260.00,//item.jd.com/1109702152.html,4372,0.97,0.019,0.011
65870201335,柯博文 口罩 时尚防晒紫外线可水洗非一次性透气舒适成人男女儿童学生面罩 儿童粉色3-8岁（5只装）,25.90,//item.jd.com/65870201335.html,13240,0.94,0.033,0.027
1463704072,3m防尘口罩装修甲醛呼吸阀8577 8576防异味有机气体孕妇防雾霾流感厨房酸性活性炭口罩 8577(10个整盒)有机异味,398.00,//item.jd.com/1463704072.html,1856,0.95,0.031,0.019
66262036104,医用一次性口罩20只防飞沫花粉防尘三层无纺口罩男女通用 医用一次性口罩20只,49.20,//item.jd.com/66262036104.html,11653,0.99,0.003,0.007
65744541421,一次性口罩垫片 防飞沫传播 KN95过滤棉 面具滤芯 口罩垫片（40片）,88.00,//item.jd.com/65744541421.html,1926,0.93,0.045,0.025
1109702152,霾星人（MaiXingRen） 霾星人鼻用空气净化器阻隔污染口罩鼻罩阻隔雾霾阻隔花粉颗粒防尘透气 冰海蓝,260.00,//item.jd.com/1109702152.html,4372,0.97,0.019,0.011
65870201335,柯博文 口罩 时尚防晒紫外线可水洗非一次性透气舒适成人男女儿童学生面罩 儿童粉色3-8岁（5只装）,25.90,//item.jd.com/65870201335.html,13240,0.94,0.033,0.027
1463704072,3m防尘口罩装修甲醛呼吸阀8577 8576防异味有机气体孕妇防雾霾流感厨房酸性活性炭口罩 8577(10个整盒)有机异味,398.00,//item.jd.com/1463704072.html,1856,0.95,0.031,0.019
66262036104,医用一次性口罩20只防飞沫花粉防尘三层无纺口罩男女通用 医用一次性口罩20只,49.20,//item.jd.com/66262036104.html,11653,0.99,0.003,0.007
65744541421,一次性口罩垫片 防飞沫传播 KN95过滤棉 面具滤芯 口罩垫片（40片）,88.00,//item.jd.com/65744541421.html,1926,0.93,0.045,0.025
67132667908,护理佳一次性熔喷层口罩垫片【升级款】防细菌 三层防护 防尘 防花粉 1盒40片,54.90,//item.jd.com/67132667908.html,149,0.93,0.039,0.031
67193878937,儿童口罩医用一次性口罩小孩口罩三层白色耳戴式50只青少年学生开学防护用品 小孩医用口罩50只白色,117.20,//item.jd.com/67193878937.html,294,0.93,0.0,0.07
67142755330,MEO Lite进口口罩含KN95滤芯防细菌防雾霾防粉尘防pm2.5透气可水洗成人男女 Lite成人星网（M码）1袋,89.00,//item.jd.com/67142755330.html,2052,0.97,0.005,0.025
45092594074,3M防尘面具口罩 防尘面罩工业防粉尘水泥灰尘打磨煤矿矿工电焊装修防毒透气夏天（非医用） 【橡胶款】3200面具套装（中号）,68.00,//item.jd.com/45092594074.html,5867,0.99,0.003,0.007
68727153451,MEHOW 全封闭硅胶款抗菌口罩面罩防雾霾PM2.5呼吸阀可洗男女跑步骑行运动孕妇通用 白色1抗菌套装（含7片滤芯）,349.00,//item.jd.com/68727153451.html,5610,0.98,0.012,0.008
69085775321,锐盾 儿童一次性口罩 3D立体卡通儿童三层防护无纺布熔喷布口罩 大中小学生宝宝口罩透气幼儿面罩口罩 小熊花色【30只装】活动额外送5只 共35只,169.00,//item.jd.com/69085775321.html,152,1.0,0.0,0.0
66481983572,威格菲（WGFei）医用外科口罩 无菌三层防护防细菌防飞沫传播防御隔离病菌防护一次性医用口罩 医用外科口罩（20个）,59.90,//item.jd.com/66481983572.html,1111,0.97,0.026,0.004
66144274774,翔翊 【CE认证】一次性医用外科口罩无菌三层防护防飞沫独立包装17cm*17cm 翔翊医用外科口罩1片+麦迪斯手套2副,9.90,//item.jd.com/66144274774.html,16752,0.96,0.011,0.029
66469431527,AUSTTBABY一次性防护口罩 防病菌防雾霾防粉尘熔喷布三层过滤10片/袋 10个装,29.90,//item.jd.com/66469431527.html,23,1.0,0.0,0.0
65584437008,柯博文 口罩 时尚防晒紫外线可水洗非一次性透气舒适成人男女儿童学生面罩 时尚灰（三枚装） 成人,25.90,//item.jd.com/65584437008.html,13234,0.94,0.033,0.027
68221091102,婴儿青少年口罩儿童一次性三防尘透气防水飞沫宝宝口罩婴幼儿防护专用 50个盒装,95.00,//item.jd.com/68221091102.html,142,0.95,0.0,0.05
66764960149,口罩 一次性口罩大儿童三层加厚50只装劳保防尘防飞沫防雾霾pm2.5夏季透气防护口罩一次性 口罩20只装,34.00,//item.jd.com/66764960149.html,702,0.93,0.046,0.024
67804859466,医用外科口罩3层一次性非手术防病毒病菌医院防尘防飞沫50只 医用外科口罩50个,198.00,//item.jd.com/67804859466.html,334,0.97,0.03,0.0
66591666077,海岛大亨 一次性防护口罩三层无纺布防护过滤熔喷层透气防尘防飞沫医用口罩现货 10只一次性医用口罩,36.00,//item.jd.com/66591666077.html,216,0.94,0.0,0.06
64498813251,柯博文 口罩 透气可水洗薄款舒适成人儿童男女秋冬春夏非一次性时尚学生口罩 灰色*6个装（可水洗）,15.80,//item.jd.com/64498813251.html,5893,0.95,0.03,0.02
67391788306,赤兔 一次性医用口罩使用三层含熔喷布防飞沫透气成人加厚防护外科口罩 口罩20个,39.90,//item.jd.com/67391788306.html,1147,0.97,0.021,0.009
68733263168,弘生一次性儿童口罩熔喷布口沫户外健身锻炼中小学生防护四季通用 儿童款【50片】,82.00,//item.jd.com/68733263168.html,19,1.0,0.0,0.0
11648829541,成楷科技 防尘口罩 工业粉尘 防尘面具 防毒面罩 防雾霾 黑色防尘面罩+大视野眼镜（内可带眼镜）,85.00,//item.jd.com/11648829541.html,10855,0.98,0.013,0.007
26057582985,3M口罩防尘防毒面具 3200防工业粉尘灰尘防雾霾PM2.5面具可清洗 3200配3701防尘套装 中号,68.00,//item.jd.com/26057582985.html,7010,0.98,0.015,0.005
41053815255,3M口罩防尘防毒面具 3200防工业粉尘灰尘防雾霾PM2.5面具可清洗 HF-52防尘套装(1套)升级版 硅胶,108.00,//item.jd.com/41053815255.html,7012,0.98,0.015,0.005
68710986492,致净 一次性口罩薄款透气单层夏季女一层二层白色粉色蓝色黑色防尘防晒非独立包装男女成人通用口罩 二层白色【50只】非独立,88.00,//item.jd.com/68710986492.html,95,0.96,0.04,0.0
66693204784,【独立包装】N95级医用防护口罩kn95口罩一次性医用口罩独立包装防病菌隔离飞沫口罩儿童成人男女学生 【医用n95级别】5只口罩(独立包装),89.00,//item.jd.com/66693204784.html,327,0.95,0.015,0.035
66275964192,分形 儿童口罩透气保暖卡通可爱个性宝宝可清洗可水洗带呼吸阀口罩 一只装 （可水洗）白色呼吸阀赠6滤片【儿童小羊蓝】,39.00,//item.jd.com/66275964192.html,689,0.97,0.0,0.03
66710987566,艾点医用口罩CE认证FDA认证可代发海外发美国一次性使用医用口罩熔喷层防护三层加厚面罩防飞沫 50片口罩,110.00,//item.jd.com/66710987566.html,1192,0.93,0.046,0.024
67223561548,昌齐 一次性使用医用外科口罩 儿童医用口罩 10只装/袋 小孩医用口罩 适用于八岁到十三岁儿童 1袋装,25.90,//item.jd.com/67223561548.html,344,0.97,0.0,0.03
41053815255,3M口罩防尘防毒面具 3200防工业粉尘灰尘防雾霾PM2.5面具可清洗 HF-52防尘套装(1套)升级版 硅胶,108.00,//item.jd.com/41053815255.html,7012,0.98,0.015,0.005
68710986492,致净 一次性口罩薄款透气单层夏季女一层二层白色粉色蓝色黑色防尘防晒非独立包装男女成人通用口罩 二层白色【50只】非独立,88.00,//item.jd.com/68710986492.html,95,0.96,0.04,0.0
66693204784,【独立包装】N95级医用防护口罩kn95口罩一次性医用口罩独立包装防病菌隔离飞沫口罩儿童成人男女学生 【医用n95级别】5只口罩(独立包装),89.00,//item.jd.com/66693204784.html,327,0.95,0.015,0.035
66275964192,分形 儿童口罩透气保暖卡通可爱个性宝宝可清洗可水洗带呼吸阀口罩 一只装 （可水洗）白色呼吸阀赠6滤片【儿童小羊蓝】,39.00,//item.jd.com/66275964192.html,689,0.97,0.0,0.03
66710987566,艾点医用口罩CE认证FDA认证可代发海外发美国一次性使用医用口罩熔喷层防护三层加厚面罩防飞沫 50片口罩,110.00,//item.jd.com/66710987566.html,1192,0.93,0.046,0.024
67223561548,昌齐 一次性使用医用外科口罩 儿童医用口罩 10只装/袋 小孩医用口罩 适用于八岁到十三岁儿童 1袋装,25.90,//item.jd.com/67223561548.html,344,0.97,0.0,0.03
67649883669,唐狮【现货当天发】一次性医用口罩   一次性口罩医用防病菌挂耳式三层防护3层带溶喷层成人口罩 医用口罩【10片装】,28.90,//item.jd.com/67649883669.html,8002,0.98,0.019,0.001
66489787003,现货】恩惠医疗  一次性外科口罩 无纺布熔喷布三层防飞沫防尘防病菌 恩惠外科口罩1片+翔翊医用外科口罩1片/袋,6.80,//item.jd.com/66489787003.html,1362,0.98,0.013,0.007
67796662837,【6岁-13岁】可爱卡通款儿童医用外科口罩宝宝一次性医用口罩无菌学生小孩上学挂耳式三层防护带溶喷层 随机发货【卡通款】儿童医用外科口罩20片,84.90,//item.jd.com/67796662837.html,199,0.96,0.04,0.0
66548653215,东贝 一次性使用医用外科口罩 口罩医用现货 10只装/袋 5袋（50支装）,129.50,//item.jd.com/66548653215.html,1033,0.98,0.007,0.013
65684719694,柯博文 口罩 可调节成人学生孩子防晒透气舒适可水洗非一次性可重复使用 黑色三只装（不可调节）,24.50,//item.jd.com/65684719694.html,7182,0.93,0.043,0.027
68165432638,恩惠一次性使用儿童医用口罩 儿童平面医用口罩 CE认证儿童学生防护口罩 医用无菌口罩平面1包10个 医用儿童小白花【10个/每包】,37.00,//item.jd.com/68165432638.html,4554,0.98,0.015,0.005
63574035106,Auberge口罩 儿童口罩 可水洗大人男女通用 防尘防护飞沫粉尘颗粒物升级3层复合材质 简。墨 L 码（体重60-100公斤）,68.00,//item.jd.com/63574035106.html,7095,0.98,0.014,0.006
